As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
"Feb 22, 2006","1,241.01",99.99,--,"30,800,000.00"
"Feb 21, 2006","1,239.03",99.83,--,"30,800,000.00"
"Feb 17, 2006","1,239.70",99.87,--,"30,800,000.00"
"Feb 16, 2006","1,236.14",99.58,--,"30,800,000.00"
"Feb 15, 2006","1,235.18",99.51,--,"30,800,000.00"
"Feb 14, 2006","1,234.31",99.46,--,"30,600,000.00"
"Feb 13, 2006","1,235.73",99.58,--,"30,600,000.00"
"Feb 10, 2006","1,235.31",99.54,--,"30,600,000.00"
"Feb 09, 2006","1,237.14",99.68,--,"30,600,000.00"
"Feb 08, 2006","1,236.00",99.59,--,"30,100,000.00"
"Feb 07, 2006","1,237.29",99.70,--,"30,100,000.00"
"Feb 06, 2006","1,238.07",99.76,--,"30,100,000.00"
"Feb 03, 2006","1,237.87",99.75,--,"30,100,000.00"
"Feb 02, 2006","1,236.27",99.62,--,"30,100,000.00"
"Feb 01, 2006","1,235.92",99.58,0.37,"30,100,000.00"
"Jan 31, 2006","1,238.13",100.13,--,"30,100,000.00"
"Jan 30, 2006","1,237.61",100.09,--,"30,100,000.00"
"Jan 27, 2006","1,238.49",100.16,--,"30,100,000.00"
"Jan 26, 2006","1,237.30",100.07,--,"29,600,000.00"
"Jan 25, 2006","1,239.66",100.27,--,"29,600,000.00"
"Jan 24, 2006","1,244.33",100.65,--,"29,600,000.00"
"Jan 23, 2006","1,245.85",100.77,--,"29,600,000.00"
"Jan 20, 2006","1,245.08",100.69,--,"29,600,000.00"
"Jan 19, 2006","1,243.69",100.59,--,"29,600,000.00"
"Jan 18, 2006","1,245.39",100.73,--,"29,600,000.00"
"Jan 17, 2006","1,245.63",100.76,--,"29,600,000.00"
"Jan 13, 2006","1,244.44",100.65,--,"29,100,000.00"
"Jan 12, 2006","1,240.91",100.35,--,"29,100,000.00"
"Jan 11, 2006","1,237.72",100.10,--,"29,100,000.00"
"Jan 10, 2006","1,239.19",100.23,--,"28,900,000.00"
"Jan 09, 2006","1,242.09",100.45,--,"28,900,000.00"
"Jan 06, 2006","1,241.30",100.38,--,"28,900,000.00"
"Jan 05, 2006","1,242.07",100.45,--,"28,900,000.00"
"Jan 04, 2006","1,241.65",100.42,--,"28,900,000.00"
"Jan 03, 2006","1,240.17",100.30,--,"28,900,000.00"
"Dec 30, 2005","1,238.06",100.13,--,"28,900,000.00"
"Dec 29, 2005","1,238.91",100.20,--,"28,900,000.00"
"Dec 28, 2005","1,238.85",100.19,0.38,"28,900,000.00"
"Dec 27, 2005","1,240.49",100.71,--,"28,900,000.00"
"Dec 23, 2005","1,237.79",100.50,--,"28,900,000.00"
"Dec 22, 2005","1,234.71",100.25,--,"28,900,000.00"
"Dec 21, 2005","1,231.73",100.00,--,"28,900,000.00"
"Dec 20, 2005","1,232.66",100.08,--,"28,900,000.00"
"Dec 19, 2005","1,233.73",100.17,--,"28,900,000.00"
"Dec 16, 2005","1,233.18",100.13,--,"28,900,000.00"
"Dec 15, 2005","1,231.79",100.01,--,"28,900,000.00"
"Dec 14, 2005","1,232.45",100.06,--,"28,400,000.00"
"Dec 13, 2005","1,227.65",99.67,--,"28,400,000.00"
"Dec 12, 2005","1,226.27",99.58,--,"28,400,000.00"
"Dec 09, 2005","1,226.44",99.59,--,"28,400,000.00"
"Dec 08, 2005","1,230.26",99.88,--,"28,400,000.00"
"Dec 07, 2005","1,226.70",99.61,--,"28,400,000.00"
"Dec 06, 2005","1,227.67",99.68,--,"28,300,000.00"
"Dec 05, 2005","1,223.51",99.34,--,"28,300,000.00"
"Dec 02, 2005","1,225.20",99.49,--,"28,300,000.00"
"Dec 01, 2005","1,224.90",99.46,0.38,"28,300,000.00"
"Nov 30, 2005","1,226.40",100.00,--,"28,300,000.00"
"Nov 29, 2005","1,227.69",100.09,--,"28,300,000.00"
"Nov 28, 2005","1,231.79",100.43,--,"28,200,000.00"
"Nov 25, 2005","1,230.20",100.29,--,"27,700,000.00"
"Nov 23, 2005","1,227.67",100.09,--,"27,700,000.00"
"Nov 22, 2005","1,230.03",100.28,--,"26,900,000.00"
"Nov 21, 2005","1,227.54",100.06,--,"26,900,000.00"
"Nov 18, 2005","1,224.66",99.84,--,"26,900,000.00"
"Nov 17, 2005","1,226.88",100.02,--,"26,900,000.00"
"Nov 16, 2005","1,224.85",99.85,--,"26,900,000.00"
"Nov 15, 2005","1,220.94",99.55,--,"26,900,000.00"
"Nov 14, 2005","1,218.57",99.37,--,"26,400,000.00"
"Nov 11, 2005",--,99.57,--,"26,400,000.00"
"Nov 10, 2005","1,221.03",99.55,--,"26,400,000.00"
"Nov 09, 2005","1,216.82",99.23,--,"26,400,000.00"
"Nov 08, 2005","1,220.44",99.51,--,"26,400,000.00"
"Nov 07, 2005","1,216.27",99.17,--,"26,400,000.00"
"Nov 04, 2005","1,214.89",99.07,--,"26,400,000.00"
"Nov 03, 2005","1,215.50",99.13,--,"26,400,000.00"
"Nov 02, 2005","1,218.12",99.34,--,"26,100,000.00"
"Nov 01, 2005","1,219.98",99.50,0.36,"25,600,000.00"
"Oct 31, 2005","1,221.00",99.94,--,"25,600,000.00"
"Oct 28, 2005","1,220.44",99.89,--,"25,600,000.00"
"Oct 27, 2005","1,221.04",99.94,--,"25,600,000.00"
"Oct 26, 2005","1,219.42",99.83,--,"25,600,000.00"
"Oct 25, 2005","1,224.05",100.21,--,"25,600,000.00"
"Oct 24, 2005","1,227.35",100.48,--,"25,600,000.00"
"Oct 21, 2005","1,229.71",100.67,--,"25,100,000.00"
"Oct 20, 2005","1,226.01",100.37,--,"25,100,000.00"
"Oct 19, 2005","1,225.92",100.39,--,"25,100,000.00"
"Oct 18, 2005","1,224.98",100.28,--,"25,100,000.00"
"Oct 17, 2005","1,224.05",100.21,--,"25,100,000.00"
"Oct 14, 2005","1,223.57",100.17,--,"25,100,000.00"
"Oct 13, 2005","1,224.35",100.23,--,"25,100,000.00"
"Oct 12, 2005","1,226.30",100.40,--,"24,900,000.00"
"Oct 11, 2005","1,229.29",100.64,--,"24,900,000.00"
"Oct 10, 2005",--,100.74,--,"24,900,000.00"
"Oct 07, 2005","1,230.13",100.71,--,"24,900,000.00"
"Oct 06, 2005","1,229.58",100.68,--,"24,400,000.00"
"Oct 05, 2005","1,229.56",100.67,--,"24,400,000.00"
"Oct 04, 2005","1,228.57",100.59,--,"24,400,000.00"
"Oct 03, 2005","1,228.05",100.53,0.34,"24,400,000.00"
"Sep 30, 2005","1,230.74",101.09,--,"24,400,000.00"
"Sep 29, 2005","1,233.04",101.26,--,"23,700,000.00"
"Sep 28, 2005","1,234.44",101.38,--,"23,700,000.00"
"Sep 27, 2005","1,232.55",101.24,--,"23,700,000.00"
"Sep 26, 2005","1,233.05",101.27,--,"23,700,000.00"
"Sep 23, 2005","1,234.79",101.41,--,"23,700,000.00"
"Sep 22, 2005","1,238.25",101.71,--,"23,700,000.00"
"Sep 21, 2005","1,237.61",101.64,--,"23,700,000.00"
"Sep 20, 2005","1,234.91",101.43,--,"23,700,000.00"
"Sep 19, 2005","1,235.23",101.48,--,"23,100,000.00"
"Sep 16, 2005","1,233.87",101.37,--,"23,100,000.00"
"Sep 15, 2005","1,236.53",101.58,--,"23,100,000.00"
"Sep 14, 2005","1,238.69",101.77,--,"23,100,000.00"
"Sep 13, 2005","1,239.97",101.88,--,"23,100,000.00"
"Sep 12, 2005","1,238.15",101.71,--,"23,100,000.00"
"Sep 09, 2005","1,239.70",101.85,--,"23,100,000.00"
"Sep 08, 2005","1,238.81",101.78,--,"23,100,000.00"
"Sep 07, 2005","1,238.69",101.79,--,"22,900,000.00"
"Sep 06, 2005","1,241.62",102.03,--,"22,900,000.00"
"Sep 02, 2005","1,244.03",102.21,--,"22,900,000.00"
"Sep 01, 2005","1,244.81",102.27,0.34,"22,900,000.00"
"Aug 31, 2005","1,243.55",102.52,--,"22,400,000.00"
"Aug 30, 2005","1,239.62",102.19,--,"22,400,000.00"
"Aug 29, 2005","1,235.34",101.84,--,"22,400,000.00"
"Aug 26, 2005","1,234.44",101.75,--,"22,400,000.00"
"Aug 25, 2005","1,236.11",101.89,--,"22,400,000.00"
"Aug 24, 2005","1,234.81",101.80,--,"22,400,000.00"
"Aug 23, 2005","1,234.24",101.76,--,"22,400,000.00"
"Aug 22, 2005","1,232.99",101.64,--,"22,400,000.00"
"Aug 19, 2005","1,232.64",101.62,--,"22,400,000.00"
"Aug 18, 2005","1,232.49",101.60,--,"22,400,000.00"
"Aug 17, 2005","1,229.26",101.34,--,"21,900,000.00"
"Aug 16, 2005","1,231.63",101.54,--,"21,900,000.00"
"Aug 15, 2005","1,229.16",101.34,--,"21,700,000.00"
"Aug 12, 2005","1,230.75",101.47,--,"21,700,000.00"
"Aug 11, 2005","1,226.64",101.13,--,"21,700,000.00"
"Aug 10, 2005","1,223.41",100.86,--,"21,700,000.00"
"Aug 09, 2005","1,222.84",100.82,--,"21,700,000.00"
"Aug 08, 2005","1,221.46",100.70,--,"21,700,000.00"
"Aug 05, 2005","1,222.44",100.79,--,"21,700,000.00"
"Aug 04, 2005","1,226.46",101.14,--,"21,100,000.00"
"Aug 03, 2005","1,227.41",101.21,--,"21,100,000.00"
"Aug 02, 2005","1,225.41",101.05,--,"21,100,000.00"
"Aug 01, 2005","1,226.13",101.11,0.33,"21,100,000.00"
"Jul 29, 2005","1,227.81",101.57,--,"21,100,000.00"
"Jul 28, 2005","1,231.54",101.88,--,"21,100,000.00"
"Jul 27, 2005","1,228.15",101.59,--,"20,400,000.00"
"Jul 26, 2005","1,229.07",101.68,--,"20,400,000.00"
"Jul 25, 2005","1,228.62",101.64,--,"20,400,000.00"
"Jul 22, 2005","1,229.47",101.71,--,"20,400,000.00"
"Jul 21, 2005","1,226.68",101.48,--,"20,400,000.00"
"Jul 20, 2005","1,232.08",101.92,--,"20,400,000.00"
"Jul 19, 2005","1,230.73",101.81,--,"20,300,000.00"
"Jul 18, 2005","1,229.28",101.68,--,"19,800,000.00"
"Jul 15, 2005","1,231.00",101.84,--,"19,800,000.00"
"Jul 14, 2005","1,230.56",101.79,--,"19,800,000.00"
"Jul 13, 2005","1,230.97",101.83,--,"19,800,000.00"
"Jul 12, 2005","1,231.51",101.88,--,"19,800,000.00"
"Jul 11, 2005","1,233.29",102.01,--,"19,800,000.00"
"Jul 08, 2005","1,232.29",101.95,--,"19,800,000.00"
"Jul 07, 2005","1,235.10",102.19,--,"19,700,000.00"
"Jul 06, 2005","1,233.49",102.05,--,"19,600,000.00"
"Jul 05, 2005","1,231.60",101.90,--,"19,100,000.00"
"Jul 01, 2005","1,234.47",102.13,0.33,"19,100,000.00"
"Jun 30, 2005","1,239.09",102.85,--,"19,100,000.00"
"Jun 29, 2005","1,236.87",102.65,--,"19,100,000.00"
"Jun 28, 2005","1,237.81",102.72,--,"19,100,000.00"
"Jun 27, 2005","1,240.57",102.96,--,"18,700,000.00"
"Jun 24, 2005","1,239.51",102.88,--,"18,700,000.00"
"Jun 23, 2005","1,237.41",102.70,--,"18,200,000.00"
"Jun 22, 2005","1,238.18",102.77,--,"18,200,000.00"
"Jun 21, 2005","1,233.02",102.34,--,"18,200,000.00"
"Jun 20, 2005","1,230.31",102.12,--,"18,200,000.00"
"Jun 17, 2005","1,230.74",102.16,--,"18,200,000.00"
"Jun 16, 2005","1,230.80",102.16,--,"18,200,000.00"
"Jun 15, 2005","1,228.63",101.98,--,"18,200,000.00"
"Jun 14, 2005","1,228.17",101.94,--,"18,200,000.00"
"Jun 13, 2005","1,229.69",102.07,--,"18,200,000.00"
"Jun 10, 2005","1,230.96",102.18,--,"18,200,000.00"
"Jun 09, 2005","1,234.94",102.49,--,"17,800,000.00"
"Jun 08, 2005","1,236.18",102.60,--,"17,700,000.00"
"Jun 07, 2005","1,237.89",102.74,--,"17,700,000.00"
"Jun 06, 2005","1,235.28",102.53,--,"17,200,000.00"
"Jun 03, 2005","1,234.27",102.46,--,"17,200,000.00"
"Jun 02, 2005","1,238.15",102.75,--,"17,200,000.00"
"Jun 01, 2005","1,237.57",102.71,0.35,"17,200,000.00"
"May 31, 2005","1,232.37",102.62,--,"17,200,000.00"
"May 27, 2005","1,228.25",102.26,--,"17,200,000.00"
"May 26, 2005","1,227.55",102.20,--,"17,200,000.00"
"May 25, 2005","1,227.53",102.19,--,"17,200,000.00"
"May 24, 2005","1,228.51",102.28,--,"17,200,000.00"
"May 23, 2005","1,226.93",102.14,--,"17,200,000.00"
"May 20, 2005","1,223.51",101.86,--,"17,100,000.00"
"May 19, 2005","1,224.14",101.90,--,"16,600,000.00"
"May 18, 2005","1,225.59",102.02,--,"16,600,000.00"
"May 17, 2005","1,223.12",101.81,--,"16,600,000.00"
"May 16, 2005","1,222.78",101.79,--,"16,600,000.00"
"May 13, 2005","1,222.59",101.79,--,"16,600,000.00"
"May 12, 2005","1,221.10",101.66,--,"16,600,000.00"
"May 11, 2005","1,219.68",101.56,--,"16,600,000.00"
"May 10, 2005","1,219.25",101.53,--,"16,600,000.00"
"May 09, 2005","1,216.65",101.31,--,"16,600,000.00"
"May 06, 2005","1,216.87",101.33,--,"16,600,000.00"
"May 05, 2005","1,222.35",101.78,--,"16,600,000.00"
"May 04, 2005","1,220.65",101.63,--,"16,600,000.00"
"May 03, 2005","1,219.31",101.52,--,"16,600,000.00"
"May 02, 2005","1,219.84",101.57,0.33,"16,600,000.00"
"Apr 29, 2005","1,219.18",101.83,--,"16,600,000.00"
"Apr 28, 2005","1,220.93",101.99,--,"16,600,000.00"
"Apr 27, 2005","1,217.84",101.73,--,"16,600,000.00"
"Apr 26, 2005","1,216.53",101.63,--,"16,600,000.00"
"Apr 25, 2005","1,217.09",101.69,--,"16,600,000.00"
"Apr 22, 2005","1,216.75",101.66,--,"16,600,000.00"
"Apr 21, 2005","1,214.47",101.46,--,"16,500,000.00"
"Apr 20, 2005","1,218.47",101.79,--,"16,200,000.00"
"Apr 19, 2005","1,218.61",101.79,--,"16,200,000.00"
"Apr 18, 2005","1,215.40",101.53,--,"16,200,000.00"
"Apr 15, 2005","1,213.97",101.42,--,"16,200,000.00"
"Apr 14, 2005","1,210.72",101.15,--,"16,200,000.00"
"Apr 13, 2005","1,210.12",101.10,--,"15,200,000.00"
"Apr 12, 2005","1,210.13",101.11,--,"15,200,000.00"
"Apr 11, 2005","1,205.59",100.74,--,"15,200,000.00"
"Apr 08, 2005","1,203.93",100.60,--,"15,200,000.00"
"Apr 07, 2005","1,204.97",100.69,--,"15,200,000.00"
"Apr 06, 2005","1,206.47",100.81,--,"15,100,000.00"
"Apr 05, 2005","1,204.72",100.66,--,"15,100,000.00"
"Apr 04, 2005","1,205.45",100.72,--,"15,100,000.00"
"Apr 01, 2005","1,205.44",100.71,0.34,"15,100,000.00"
"Mar 31, 2005","1,202.90",100.85,--,"15,100,000.00"
"Mar 30, 2005","1,199.87",100.60,--,"14,600,000.00"
"Mar 29, 2005","1,198.06",100.44,--,"14,600,000.00"
"Mar 28, 2005","1,196.43",100.33,--,"14,600,000.00"
"Mar 24, 2005","1,197.78",100.45,--,"14,600,000.00"
"Mar 23, 2005","1,196.71",100.36,--,"14,600,000.00"
"Mar 22, 2005","1,197.40",100.43,--,"14,600,000.00"
"Mar 21, 2005","1,202.20",100.83,--,"14,600,000.00"
"Mar 18, 2005","1,203.14",100.91,--,"14,600,000.00"
"Mar 17, 2005","1,204.76",101.04,--,"14,600,000.00"
"Mar 16, 2005","1,202.52",100.87,--,"14,600,000.00"
"Mar 15, 2005","1,201.86",100.82,--,"14,600,000.00"
"Mar 14, 2005","1,203.12",100.91,--,"14,600,000.00"
"Mar 11, 2005","1,202.12",100.83,--,"14,100,000.00"
"Mar 10, 2005","1,205.00",101.13,--,"14,100,000.00"
"Mar 09, 2005","1,203.42",100.96,--,"14,000,000.00"
"Mar 08, 2005","1,210.02",101.52,--,"13,500,000.00"
"Mar 07, 2005","1,213.55",101.80,--,"12,900,000.00"
"Mar 04, 2005","1,212.64",101.72,--,"12,900,000.00"
"Mar 03, 2005","1,208.45",101.38,--,"12,800,000.00"
"Mar 02, 2005","1,208.59",101.39,--,"12,700,000.00"
"Mar 01, 2005","1,208.41",101.38,0.29,"12,700,000.00"
"Feb 28, 2005","1,209.11",101.72,--,"12,700,000.00"
"Feb 25, 2005","1,213.04",102.06,--,"12,300,000.00"
"Feb 24, 2005","1,212.70",102.03,--,"12,300,000.00"
"Feb 23, 2005","1,213.53",102.09,--,"12,300,000.00"
"Feb 22, 2005","1,212.60",102.03,--,"12,300,000.00"
"Feb 18, 2005","1,213.48",102.10,--,"12,300,000.00"
"Feb 17, 2005","1,216.91",102.39,--,"12,300,000.00"
"Feb 16, 2005","1,217.57",102.44,--,"12,300,000.00"
"Feb 15, 2005","1,219.87",102.64,--,"12,200,000.00"
"Feb 14, 2005","1,220.82",102.71,--,"12,200,000.00"
"Feb 11, 2005","1,219.80",102.62,--,"12,200,000.00"
"Feb 10, 2005","1,221.12",102.74,--,"12,200,000.00"
"Feb 09, 2005","1,224.93",103.07,--,"12,100,000.00"
"Feb 08, 2005","1,222.09",102.84,--,"12,100,000.00"
"Feb 07, 2005","1,221.58",102.79,--,"12,100,000.00"
"Feb 04, 2005","1,220.00",102.67,--,"12,100,000.00"
"Feb 03, 2005","1,215.50",102.28,--,"11,800,000.00"
"Feb 02, 2005","1,216.22",102.35,--,"11,800,000.00"
"Feb 01, 2005","1,216.12",102.34,0.31,"11,800,000.00"
"Jan 31, 2005","1,216.29",102.65,--,"11,800,000.00"
"Jan 28, 2005","1,215.70",102.62,--,"11,800,000.00"
"Jan 27, 2005","1,212.89",102.38,--,"11,700,000.00"
"Jan 26, 2005","1,213.28",102.42,--,"11,700,000.00"
"Jan 25, 2005","1,213.62",102.46,--,"11,700,000.00"
"Jan 24, 2005","1,216.30",102.68,--,"11,200,000.00"
"Jan 21, 2005","1,215.55",102.60,--,"11,200,000.00"
"Jan 20, 2005","1,214.03",102.47,--,"11,200,000.00"
"Jan 19, 2005","1,212.55",102.35,--,"11,200,000.00"
"Jan 18, 2005","1,211.81",102.29,--,"11,000,000.00"
"Jan 14, 2005","1,210.55",102.21,--,"11,000,000.00"
"Jan 13, 2005","1,212.19",102.33,--,"10,800,000.00"
"Jan 12, 2005","1,209.62",102.11,--,"10,800,000.00"
"Jan 11, 2005","1,208.60",102.02,--,"10,800,000.00"
"Jan 10, 2005","1,206.84",101.88,--,"10,800,000.00"
"Jan 07, 2005","1,206.26",101.84,--,"10,800,000.00"
"Jan 06, 2005","1,206.55",101.86,--,"10,800,000.00"
"Jan 05, 2005","1,205.78",101.81,--,"10,500,000.00"
"Jan 04, 2005","1,205.58",101.79,--,"9,700,000.00"
"Jan 03, 2005","1,208.95",102.08,--,"9,700,000.00"
"Dec 31, 2004","1,208.70",102.05,0.30,"9,700,000.00"
"Dec 30, 2004","1,206.35",102.16,--,"9,700,000.00"
"Dec 29, 2004","1,203.49",101.92,--,"9,600,000.00"
"Dec 28, 2004","1,204.71",102.02,--,"9,600,000.00"
"Dec 27, 2004","1,204.67",102.03,--,"9,600,000.00"
"Dec 23, 2004","1,207.51",102.27,--,"9,100,000.00"
"Dec 22, 2004","1,208.00",102.31,--,"9,100,000.00"
"Dec 21, 2004","1,208.89",102.38,--,"9,100,000.00"
"Dec 20, 2004","1,207.25",102.24,--,"9,100,000.00"
"Dec 17, 2004","1,206.75",102.21,--,"9,100,000.00"
"Dec 16, 2004","1,207.80",102.30,--,"9,100,000.00"
"Dec 15, 2004","1,212.76",102.71,--,"9,100,000.00"
"Dec 14, 2004","1,210.16",102.48,--,"9,100,000.00"
"Dec 13, 2004","1,209.23",102.42,--,"8,500,000.00"
"Dec 10, 2004","1,208.91",102.39,--,"8,500,000.00"
"Dec 09, 2004","1,208.47",102.35,--,"8,500,000.00"
"Dec 08, 2004","1,210.04",102.47,--,"8,500,000.00"
"Dec 07, 2004","1,205.64",102.10,--,"8,500,000.00"
"Dec 06, 2004","1,204.97",102.06,--,"8,500,000.00"
"Dec 03, 2004","1,202.71",101.87,--,"8,500,000.00"
"Dec 02, 2004","1,195.75",101.30,--,"8,500,000.00"
"Dec 01, 2004","1,197.20",101.41,0.31,"8,500,000.00"
"Nov 30, 2004","1,197.68",101.76,--,"8,500,000.00"
"Nov 29, 2004","1,198.09",101.79,--,"8,500,000.00"
"Nov 26, 2004","1,201.64",102.09,--,"8,500,000.00"
"Nov 24, 2004","1,203.34",102.23,--,"8,500,000.00"
"Nov 23, 2004","1,203.92",102.29,--,"8,500,000.00"
"Nov 22, 2004","1,204.35",102.33,--,"8,200,000.00"
"Nov 19, 2004","1,202.46",102.18,--,"8,200,000.00"
"Nov 18, 2004","1,206.01",102.48,--,"8,200,000.00"
"Nov 17, 2004","1,204.58",102.37,--,"8,200,000.00"
"Nov 16, 2004","1,201.14",102.08,--,"7,700,000.00"
"Nov 15, 2004","1,201.80",102.14,--,"7,700,000.00"
"Nov 12, 2004","1,201.42",102.11,--,"7,700,000.00"
"Nov 11, 2004",--,101.87,--,"7,700,000.00"
"Nov 10, 2004","1,198.53",101.87,--,"7,700,000.00"
"Nov 09, 2004","1,200.17",102.00,--,"7,700,000.00"
"Nov 08, 2004","1,200.29",102.01,--,"7,700,000.00"
"Nov 05, 2004","1,200.99",102.08,--,"7,700,000.00"
"Nov 04, 2004","1,206.72",102.57,--,"7,700,000.00"
"Nov 03, 2004","1,206.54",102.57,--,"7,700,000.00"
"Nov 02, 2004","1,205.64",102.48,--,"7,700,000.00"
"Nov 01, 2004","1,204.63",102.41,0.28,"7,700,000.00"
"Oct 29, 2004","1,207.31",102.90,--,"7,700,000.00"
"Oct 28, 2004","1,204.34",102.66,--,"7,700,000.00"
"Oct 27, 2004","1,203.56",102.59,--,"7,700,000.00"
"Oct 26, 2004","1,207.72",102.95,--,"7,200,000.00"
"Oct 25, 2004","1,208.18",103.00,--,"7,200,000.00"
"Oct 22, 2004","1,207.36",102.92,--,"7,200,000.00"
"Oct 21, 2004","1,206.43",102.84,--,"7,200,000.00"
"Oct 20, 2004","1,206.69",102.86,--,"7,200,000.00"
"Oct 19, 2004","1,204.38",102.67,--,"7,200,000.00"
"Oct 18, 2004","1,203.94",102.63,--,"7,200,000.00"
"Oct 15, 2004","1,203.52",102.60,--,"7,200,000.00"
"Oct 14, 2004","1,205.41",102.76,--,"7,200,000.00"
"Oct 13, 2004","1,202.40",102.49,--,"7,200,000.00"
"Oct 12, 2004","1,200.78",102.36,--,"7,200,000.00"
"Oct 11, 2004",--,102.21,--,"7,200,000.00"
"Oct 08, 2004","1,198.82",102.18,--,"7,200,000.00"
"Oct 07, 2004","1,192.64",101.65,--,"7,200,000.00"
"Oct 06, 2004","1,193.56",101.72,--,"7,200,000.00"
"Oct 05, 2004","1,195.85",101.93,--,"7,200,000.00"
"Oct 04, 2004","1,195.41",101.90,--,"7,200,000.00"
"Oct 01, 2004","1,194.20",101.79,0.32,"7,200,000.00"
"Sep 30, 2004","1,197.27",102.36,--,"7,200,000.00"
"Sep 29, 2004","1,198.06",102.43,--,"7,200,000.00"
"Sep 28, 2004","1,201.59",102.72,--,"7,200,000.00"
"Sep 27, 2004","1,202.21",102.76,--,"7,200,000.00"
"Sep 24, 2004","1,200.41",102.60,--,"7,200,000.00"
"Sep 23, 2004","1,200.77",102.63,--,"7,200,000.00"
"Sep 22, 2004","1,202.99",102.84,--,"7,200,000.00"
"Sep 21, 2004","1,200.90",102.66,--,"7,200,000.00"
"Sep 20, 2004","1,200.31",102.62,--,"7,200,000.00"
"Sep 17, 2004","1,196.51",102.30,--,"7,200,000.00"
"Sep 16, 2004","1,199.64",102.57,--,"6,700,000.00"
"Sep 15, 2004","1,194.81",102.16,--,"6,700,000.00"
"Sep 14, 2004","1,196.27",102.29,--,"6,700,000.00"
"Sep 13, 2004","1,194.66",102.15,--,"6,700,000.00"
"Sep 10, 2004","1,193.38",102.04,--,"6,700,000.00"
"Sep 09, 2004","1,192.32",101.96,--,"6,700,000.00"
"Sep 08, 2004","1,193.88",102.09,--,"6,700,000.00"
"Sep 07, 2004","1,189.37",101.70,--,"6,700,000.00"
"Sep 03, 2004","1,186.35",101.44,--,"6,700,000.00"
"Sep 02, 2004","1,191.36",101.88,--,"6,700,000.00"
"Sep 01, 2004","1,194.45",102.14,0.32,"6,700,000.00"
"Aug 31, 2004","1,194.03",102.41,--,"6,700,000.00"
"Aug 30, 2004","1,190.95",102.14,--,"6,600,000.00"
"Aug 27, 2004","1,188.57",101.94,--,"6,600,000.00"
"Aug 26, 2004","1,188.50",101.93,--,"6,600,000.00"
"Aug 25, 2004","1,186.77",101.78,--,"6,600,000.00"
"Aug 24, 2004","1,185.89",101.72,--,"6,600,000.00"
"Aug 23, 2004","1,185.69",101.70,--,"6,400,000.00"
"Aug 20, 2004","1,187.35",101.85,--,"6,400,000.00"
"Aug 19, 2004","1,188.22",101.93,--,"6,400,000.00"
"Aug 18, 2004","1,187.16",101.80,--,"6,400,000.00"
"Aug 17, 2004","1,187.90",101.89,--,"5,900,000.00"
"Aug 16, 2004","1,185.03",101.64,--,"5,900,000.00"
"Aug 13, 2004","1,186.62",101.79,--,"5,900,000.00"
"Aug 12, 2004","1,184.29",101.58,--,"5,900,000.00"
"Aug 11, 2004","1,182.87",101.45,--,"5,900,000.00"
"Aug 10, 2004","1,181.91",101.35,--,"5,900,000.00"
"Aug 09, 2004","1,184.50",101.59,--,"5,900,000.00"
"Aug 06, 2004","1,185.54",101.70,--,"5,900,000.00"
"Aug 05, 2004","1,175.66",100.83,--,"5,900,000.00"
"Aug 04, 2004","1,174.15",100.71,--,"5,900,000.00"
"Aug 03, 2004","1,174.27",100.71,--,"5,900,000.00"
"Aug 02, 2004","1,172.71",100.58,0.32,"5,900,000.00"
"Jul 30, 2004","1,171.68",100.81,--,"5,900,000.00"
"Jul 29, 2004","1,166.30",100.36,--,"5,900,000.00"
"Jul 28, 2004","1,165.09",100.25,--,"5,900,000.00"
"Jul 27, 2004","1,163.92",100.17,--,"5,900,000.00"
"Jul 26, 2004","1,170.13",100.67,--,"5,900,000.00"
"Jul 23, 2004","1,171.61",100.81,--,"5,900,000.00"
"Jul 22, 2004","1,170.22",100.70,--,"5,900,000.00"
"Jul 21, 2004","1,168.91",100.58,--,"5,900,000.00"
"Jul 20, 2004","1,170.34",100.71,--,"5,900,000.00"
"Jul 19, 2004","1,174.89",101.11,--,"5,900,000.00"
"Jul 16, 2004","1,174.81",101.11,--,"5,900,000.00"
"Jul 15, 2004","1,168.36",100.54,--,"5,900,000.00"
"Jul 14, 2004","1,168.28",100.52,--,"5,900,000.00"
"Jul 13, 2004","1,168.50",100.57,--,"5,900,000.00"
"Jul 12, 2004","1,170.74",100.73,--,"5,900,000.00"
"Jul 09, 2004","1,169.45",100.64,--,"5,900,000.00"
"Jul 08, 2004","1,168.93",100.60,--,"5,900,000.00"
"Jul 07, 2004","1,168.42",100.53,--,"5,900,000.00"
"Jul 06, 2004","1,168.42",100.54,--,"5,400,000.00"
"Jul 02, 2004","1,168.80",100.59,--,"5,400,000.00"
"Jul 01, 2004","1,163.29",100.10,0.32,"5,400,000.00"
"Jun 30, 2004","1,160.18",100.11,--,"5,400,000.00"
"Jun 29, 2004","1,155.05",99.70,--,"5,400,000.00"
"Jun 28, 2004","1,152.61",99.48,--,"5,300,000.00"
"Jun 25, 2004","1,157.51",99.91,--,"5,300,000.00"
"Jun 24, 2004","1,157.14",99.89,--,"5,300,000.00"
"Jun 23, 2004","1,154.39",99.65,--,"5,300,000.00"
"Jun 22, 2004","1,153.68",99.59,--,"5,300,000.00"
"Jun 21, 2004","1,154.14",99.63,--,"5,300,000.00"
